"Relative Time (Process)","2025-05-04_14-23-25_PID32571 - _step","2025-05-04_14-23-25_PID32571 - _step__MIN","2025-05-04_14-23-25_PID32571 - _step__MAX","2025-05-04_14-23-25_PID32571 - env_steps_inside_sim","2025-05-04_14-23-25_PID32571 - env_steps_inside_sim__MIN","2025-05-04_14-23-25_PID32571 - env_steps_inside_sim__MAX"
"32.921805882","508","508","508","91","91","91"
"32.962970376","513","513","513","92","92","92"
"33.000030225","518","518","518","93","93","93"
"33.064760732","523","523","523","94","94","94"
"33.102425895","528","528","528","95","95","95"
"33.140299035","533","533","533","96","96","96"
"33.179769248","538","538","538","97","97","97"
"33.221029018","543","543","543","98","98","98"
"34.83960021","552","552","552","99","99","99"
"34.877268964","557","557","557","100","100","100"
"34.915250799","562","562","562","101","101","101"
"34.957364498","567","567","567","102","102","102"
"34.99486449","572","572","572","103","103","103"
"35.053969837","577","577","577","104","104","104"
"35.091042685","582","582","582","105","105","105"
"35.128740042","587","587","587","106","106","106"
"35.167787416","592","592","592","107","107","107"
"35.205431725","597","597","597","108","108","108"
"35.243897428","602","602","602","109","109","109"
"38.163615736","613","613","613","110","110","110"
"38.202289172","618","618","618","111","111","111"
"38.241363454","623","623","623","112","112","112"
"38.280946501","628","628","628","113","113","113"
"38.31911027","633","633","633","114","114","114"
"38.372196551","638","638","638","115","115","115"
"38.409702192","643","643","643","116","116","116"
"38.450948446","648","648","648","117","117","117"
"38.489556717","653","653","653","118","118","118"
"38.528222302","658","658","658","119","119","119"
"40.060335183","667","667","667","120","120","120"
"40.098781205","672","672","672","121","121","121"
"40.137828192","677","677","677","122","122","122"
"40.177449274","682","682","682","123","123","123"
"40.218086981","687","687","687","124","124","124"
"40.278684373","692","692","692","125","125","125"
"40.317760431","697","697","697","126","126","126"
"40.357775864","702","702","702","127","127","127"
"40.397655668","707","707","707","128","128","128"
"40.437564337","712","712","712","129","129","129"
"40.477155877","717","717","717","130","130","130"
"43.357351226","728","728","728","131","131","131"
"43.394551967","733","733","733","132","132","132"
"43.43140005","738","738","738","133","133","133"
"43.471785612","743","743","743","134","134","134"
"43.508577314","748","748","748","135","135","135"
"43.564550127","753","753","753","136","136","136"
"43.602911887","758","758","758","137","137","137"
"43.641179933","763","763","763","138","138","138"
"43.678488988","768","768","768","139","139","139"
"46.643456631","781","781","781","140","140","140"
"46.681436914","786","786","786","141","141","141"
"46.719624928","791","791","791","142","142","142"
"46.757773071","796","796","796","143","143","143"
"46.795521849","801","801","801","144","144","144"
"46.859071762","806","806","806","145","145","145"
"46.897813956","811","811","811","146","146","146"
"46.935184098","816","816","816","147","147","147"
"46.976051207","821","821","821","148","148","148"
"47.015302851","826","826","826","149","149","149"
"48.538690876","834","834","834","150","150","150"
"48.577306526","839","839","839","151","151","151"
"48.614626034","844","844","844","152","152","152"
"48.65191558","849","849","849","153","153","153"
"48.689321286","854","854","854","154","154","154"
"48.746138586","859","859","859","155","155","155"
"48.784373259","864","864","864","156","156","156"
"48.82155989","869","869","869","157","157","157"
"48.858960217","874","874","874","158","158","158"
"48.895911953","879","879","879","159","159","159"
"48.935207554","884","884","884","160","160","160"
"50.445860604","893","893","893","161","161","161"
"50.48618397","898","898","898","162","162","162"
"50.523325324","903","903","903","163","163","163"
"50.561188295","908","908","908","164","164","164"
"50.598206237","913","913","913","165","165","165"
"50.653841043","918","918","918","166","166","166"
"50.708319626","923","923","923","167","167","167"
"50.731339003","928","928","928","168","168","168"
"50.767993165","933","933","933","169","169","169"
"50.805380677","938","938","938","170","170","170"
"50.843131265","943","943","943","171","171","171"
"50.880887441","948","948","948","172","172","172"
"53.917102257","959","959","959","173","173","173"
"53.956690993","964","964","964","174","174","174"
"53.996532599","969","969","969","175","175","175"
"54.034033049","974","974","974","176","176","176"
"54.073309551","979","979","979","177","177","177"
"54.125961761","984","984","984","178","178","178"
"54.163967894","989","989","989","179","179","179"
"54.203622344","994","994","994","180","180","180"
"54.241153622","999","999","999","181","181","181"
"54.278232965","1004","1004","1004","182","182","182"
"55.91889943","1012","1012","1012","183","183","183"
"55.958261986","1017","1017","1017","184","184","184"
"55.99921848","1022","1022","1022","185","185","185"
"56.037279177","1027","1027","1027","186","186","186"
"56.074370101","1032","1032","1032","187","187","187"
"56.121602233","1037","1037","1037","188","188","188"
"56.158310267","1042","1042","1042","189","189","189"
"56.194276278","1047","1047","1047","190","190","190"
"56.232619321","1052","1052","1052","191","191","191"
"56.271632379","1057","1057","1057","192","192","192"
"56.308127258","1062","1062","1062","193","193","193"
"56.345960668000004","1067","1067","1067","194","194","194"
"59.413654315","1080","1080","1080","195","195","195"
"59.451180295","1085","1085","1085","196","196","196"
"59.488153056","1090","1090","1090","197","197","197"
"59.528613578","1095","1095","1095","198","198","198"
"59.565910528","1100","1100","1100","199","199","199"
"59.625337733","1105","1105","1105","200","200","200"
"59.666331953","1110","1110","1110","201","201","201"
"59.704493999","1115","1115","1115","202","202","202"
"59.742339394","1120","1120","1120","203","203","203"
"61.384615","1128","1128","1128","204","204","204"
"61.421505078","1133","1133","1133","205","205","205"
"61.4596695","1138","1138","1138","206","206","206"
"61.496709403","1143","1143","1143","207","207","207"
"61.534244378","1148","1148","1148","208","208","208"
"61.584308233","1153","1153","1153","209","209","209"
"61.621498612","1158","1158","1158","210","210","210"
"61.658741008","1163","1163","1163","211","211","211"
"61.695683622","1168","1168","1168","212","212","212"
"61.735171671","1173","1173","1173","213","213","213"
"61.772534153","1178","1178","1178","214","214","214"
"61.810123688","1183","1183","1183","215","215","215"
"63.437785618","1192","1192","1192","216","216","216"
"63.475514911","1197","1197","1197","217","217","217"
"63.5126509","1202","1202","1202","218","218","218"
"63.549213386","1207","1207","1207","219","219","219"
"63.586038883","1212","1212","1212","220","220","220"
"63.646367595","1217","1217","1217","221","221","221"
"63.684123552","1222","1222","1222","222","222","222"
"63.720778132","1227","1227","1227","223","223","223"
"63.758433133","1232","1232","1232","224","224","224"
"63.795006629","1237","1237","1237","225","225","225"
"63.833068364","1242","1242","1242","226","226","226"
"63.871429553","1247","1247","1247","227","227","227"
"67.000488663","1258","1258","1258","228","228","228"
"67.042774055","1263","1263","1263","229","229","229"
"67.079492167","1268","1268","1268","230","230","230"
"67.116834496","1273","1273","1273","231","231","231"
"67.153648079","1278","1278","1278","232","232","232"
"67.201294295","1283","1283","1283","233","233","233"
"67.238808442","1288","1288","1288","234","234","234"
"67.278054834","1293","1293","1293","235","235","235"
"67.31496246","1298","1298","1298","236","236","236"
"67.354386503","1303","1303","1303","237","237","237"
"68.898762653","1311","1311","1311","238","238","238"
"68.93635968","1316","1316","1316","239","239","239"
"68.972276853","1321","1321","1321","240","240","240"
"69.008680361","1326","1326","1326","241","241","241"
"69.048123966","1331","1331","1331","242","242","242"
"69.095919485","1336","1336","1336","243","243","243"
"69.131699487","1341","1341","1341","244","244","244"
"69.167583242","1346","1346","1346","245","245","245"
"69.207212236","1351","1351","1351","246","246","246"
"69.247886527","1356","1356","1356","247","247","247"
"69.286885062","1361","1361","1361","248","248","248"
"69.324121128","1366","1366","1366","249","249","249"
"72.317451541","1379","1379","1379","250","250","250"
"72.353252559","1384","1384","1384","251","251","251"
"72.390509869","1389","1389","1389","252","252","252"
"72.428034301","1394","1394","1394","253","253","253"
"72.467329505","1399","1399","1399","254","254","254"
"72.521709493","1404","1404","1404","255","255","255"
"72.558513672","1409","1409","1409","256","256","256"
"72.594900558","1414","1414","1414","257","257","257"
"72.632611103","1419","1419","1419","258","258","258"
"72.66968282","1424","1424","1424","259","259","259"
"74.386077191","1433","1433","1433","260","260","260"
"74.426796379","1438","1438","1438","261","261","261"
"74.465870793","1443","1443","1443","262","262","262"
"74.506672298","1448","1448","1448","263","263","263"
"74.574645573","1453","1453","1453","264","264","264"
"74.610992585","1458","1458","1458","265","265","265"
"74.648589282","1463","1463","1463","266","266","266"
"74.685325676","1468","1468","1468","267","267","267"
"74.721913143","1473","1473","1473","268","268","268"
"74.759798582","1478","1478","1478","269","269","269"
"74.796572062","1483","1483","1483","270","270","270"
"74.832221105","1488","1488","1488","271","271","271"
"74.874430533","1493","1493","1493","272","272","272"
"77.874294831","1504","1504","1504","273","273","273"
"77.911215857","1509","1509","1509","274","274","274"
"77.948011662","1514","1514","1514","275","275","275"
"77.98477848","1519","1519","1519","276","276","276"
"78.025192873","1524","1524","1524","277","277","277"
"78.067674338","1529","1529","1529","278","278","278"
"78.104526502","1534","1534","1534","279","279","279"
"78.143653279","1539","1539","1539","280","280","280"
"78.184536057","1544","1544","1544","281","281","281"
"78.224757494","1549","1549","1549","282","282","282"
"79.877034631","1558","1558","1558","283","283","283"
"79.914293805","1563","1563","1563","284","284","284"
"79.950859065","1568","1568","1568","285","285","285"
"79.988607474","1573","1573","1573","286","286","286"
"80.025601326","1578","1578","1578","287","287","287"
"80.080907545","1583","1583","1583","288","288","288"
"80.119634847","1588","1588","1588","289","289","289"
"80.156774443","1593","1593","1593","290","290","290"
"80.193967763","1598","1598","1598","291","291","291"
"80.229681012","1603","1603","1603","292","292","292"
"80.26733056","1608","1608","1608","293","293","293"
"83.463009362","1619","1619","1619","294","294","294"
"83.499850412","1624","1624","1624","295","295","295"
"83.537371545","1629","1629","1629","296","296","296"
"83.576176828","1634","1634","1634","297","297","297"
"83.613768579","1639","1639","1639","298","298","298"
"83.660336913","1644","1644","1644","299","299","299"
"83.696548396","1649","1649","1649","300","300","300"
"83.732055467","1654","1654","1654","301","301","301"
"83.769832153","1659","1659","1659","302","302","302"
"83.806544327","1664","1664","1664","303","303","303"
"86.944572098","1677","1677","1677","304","304","304"
"86.981216106","1682","1682","1682","305","305","305"
"87.017970049","1687","1687","1687","306","306","306"
"87.054468686","1692","1692","1692","307","307","307"
"87.091404975","1697","1697","1697","308","308","308"
"87.150073989","1702","1702","1702","309","309","309"
"87.187537128","1707","1707","1707","310","310","310"
"87.224509944","1712","1712","1712","311","311","311"
"87.261086493","1717","1717","1717","312","312","312"
"87.297418979","1722","1722","1722","313","313","313"
"88.966162218","1730","1730","1730","314","314","314"
"89.005048805","1735","1735","1735","315","315","315"
"89.043019625","1740","1740","1740","316","316","316"
"89.085310281","1745","1745","1745","317","317","317"
"89.139498514","1750","1750","1750","318","318","318"
"89.182262336","1755","1755","1755","319","319","319"
"89.22009015","1760","1760","1760","320","320","320"
"89.257302579","1765","1765","1765","321","321","321"
"89.294048075","1770","1770","1770","322","322","322"
"89.331994921","1775","1775","1775","323","323","323"
"89.370340743","1780","1780","1780","324","324","324"
"90.938649415","1789","1789","1789","325","325","325"
"90.976966399","1794","1794","1794","326","326","326"
"91.05826715","1799","1799","1799","327","327","327"
"91.05830936","1804","1804","1804","328","328","328"
"91.122148709","1809","1809","1809","329","329","329"
"91.16107829","1814","1814","1814","330","330","330"
"91.200131954","1819","1819","1819","331","331","331"
"91.241136096","1824","1824","1824","332","332","332"
"91.277877949","1829","1829","1829","333","333","333"
"91.315801316","1834","1834","1834","334","334","334"
"91.355845032","1839","1839","1839","335","335","335"
"94.469929605","1850","1850","1850","336","336","336"
"94.508400736","1855","1855","1855","337","337","337"
"94.54575435","1860","1860","1860","338","338","338"
"94.586160675","1865","1865","1865","339","339","339"
"94.643595545","1870","1870","1870","340","340","340"
"94.681908958","1875","1875","1875","341","341","341"
"94.720316745","1880","1880","1880","342","342","342"
"94.759902621","1885","1885","1885","343","343","343"
"94.798233093","1890","1890","1890","344","344","344"
"94.834175852","1895","1895","1895","345","345","345"
"94.87081886","1900","1900","1900","346","346","346"
"96.398971897","1908","1908","1908","347","347","347"
"96.437472421","1913","1913","1913","348","348","348"
"96.474804166","1918","1918","1918","349","349","349"
"96.51256266","1923","1923","1923","350","350","350"
"96.569910861","1928","1928","1928","351","351","351"
"96.608519395","1933","1933","1933","352","352","352"
"96.645353209","1938","1938","1938","353","353","353"
"96.68220067","1943","1943","1943","354","354","354"
"96.71869359","1948","1948","1948","355","355","355"
"96.759423997","1953","1953","1953","356","356","356"
"96.799328693","1958","1958","1958","357","357","357"
"96.840994085","1963","1963","1963","358","358","358"
"96.881034179","1968","1968","1968","359","359","359"
"99.908321144","1981","1981","1981","360","360","360"
"99.944482909","1986","1986","1986","361","361","361"
"99.98036276","1991","1991","1991","362","362","362"
"100.015807224","1996","1996","1996","363","363","363"
"100.052660859","2001","2001","2001","364","364","364"
"100.10490174","2006","2006","2006","365","365","365"
"100.14016065","2011","2011","2011","366","366","366"
"100.176225878","2016","2016","2016","367","367","367"
"100.213078776","2021","2021","2021","368","368","368"
"100.249731254","2026","2026","2026","369","369","369"
"101.901949598","2034","2034","2034","370","370","370"
"101.940743299","2039","2039","2039","371","371","371"
"101.978606625","2044","2044","2044","372","372","372"
"102.018047016","2049","2049","2049","373","373","373"
"102.076437342","2054","2054","2054","374","374","374"
"102.121136752","2059","2059","2059","375","375","375"
"102.160256606","2064","2064","2064","376","376","376"
"102.197167421","2069","2069","2069","377","377","377"
"102.234493556","2074","2074","2074","378","378","378"
"102.27375727","2079","2079","2079","379","379","379"
"102.312217053","2084","2084","2084","380","380","380"
"102.350140322","2089","2089","2089","381","381","381"
"103.998370328","2098","2098","2098","382","382","382"
"104.036765263","2103","2103","2103","383","383","383"
"104.074702498","2108","2108","2108","384","384","384"
"104.113935928","2113","2113","2113","385","385","385"
"104.175230143","2118","2118","2118","386","386","386"
"104.213407094","2123","2123","2123","387","387","387"
"104.25083323","2128","2128","2128","388","388","388"
"104.290629626","2133","2133","2133","389","389","389"
"104.327617482","2138","2138","2138","390","390","390"
"104.366188297","2143","2143","2143","391","391","391"
"104.402844185","2148","2148","2148","392","392","392"
"104.440478447","2153","2153","2153","393","393","393"
"107.485121228","2164","2164","2164","394","394","394"
"107.523775006","2169","2169","2169","395","395","395"
"107.562009392","2174","2174","2174","396","396","396"
"107.600595191","2179","2179","2179","397","397","397"
"107.655278475","2184","2184","2184","398","398","398"
"107.695113823","2189","2189","2189","399","399","399"
"107.734720724","2194","2194","2194","400","400","400"
"107.772006204","2199","2199","2199","401","401","401"
"107.810708976","2204","2204","2204","402","402","402"
"107.849750692","2209","2209","2209","403","403","403"
"109.479431204","2217","2217","2217","404","404","404"
"109.517992798","2222","2222","2222","405","405","405"
"109.556069367","2227","2227","2227","406","406","406"
"109.594652994","2232","2232","2232","407","407","407"
"109.645639106","2237","2237","2237","408","408","408"
"109.683394281","2242","2242","2242","409","409","409"
"109.721529873","2247","2247","2247","410","410","410"
"109.758735875","2252","2252","2252","411","411","411"
"109.796769388","2257","2257","2257","412","412","412"
"109.835306155","2262","2262","2262","413","413","413"
"109.874416815","2267","2267","2267","414","414","414"
"109.911020255","2272","2272","2272","415","415","415"
"109.955166302","2277","2277","2277","416","416","416"
"112.906583569","2290","2290","2290","417","417","417"
"112.944961303","2295","2295","2295","418","418","418"
"112.982672531","2300","2300","2300","419","419","419"
"113.019319922","2305","2305","2305","420","420","420"
"113.083112306","2310","2310","2310","421","421","421"
"113.125503871","2315","2315","2315","422","422","422"
"113.163162639","2320","2320","2320","423","423","423"
"113.200266109","2325","2325","2325","424","424","424"
"113.239379477","2330","2330","2330","425","425","425"
"113.279968439","2335","2335","2335","426","426","426"
"114.934500594","2343","2343","2343","427","427","427"
"114.973392358","2348","2348","2348","428","428","428"
"115.013248003","2353","2353","2353","429","429","429"
"115.051921232","2358","2358","2358","430","430","430"
"115.109700868","2363","2363","2363","431","431","431"
"115.152792452","2368","2368","2368","432","432","432"
"115.192393854","2373","2373","2373","433","433","433"
"115.233166275","2378","2378","2378","434","434","434"
"115.272102942","2383","2383","2383","435","435","435"
"115.309355363","2388","2388","2388","436","436","436"
"115.347915535","2393","2393","2393","437","437","437"
"115.388872885","2398","2398","2398","438","438","438"
"116.972128193","2407","2407","2407","439","439","439"
"117.008776764","2412","2412","2412","440","440","440"
"117.045238052","2417","2417","2417","441","441","441"
"117.080423285","2422","2422","2422","442","442","442"
"117.145730246","2427","2427","2427","443","443","443"
"117.183648849","2432","2432","2432","444","444","444"
"117.220210992","2437","2437","2437","445","445","445"
"117.256505678","2442","2442","2442","446","446","446"
"117.292575899","2447","2447","2447","447","447","447"
"117.330846398","2452","2452","2452","448","448","448"
"117.371570855","2457","2457","2457","449","449","449"
"120.526453464","2468","2468","2468","450","450","450"
"120.563831098","2473","2473","2473","451","451","451"
"120.601511321","2478","2478","2478","452","452","452"
"120.641263063","2483","2483","2483","453","453","453"
"120.696896641","2488","2488","2488","454","454","454"
"120.734154747","2493","2493","2493","455","455","455"
"120.770926713","2498","2498","2498","456","456","456"
"120.808932765","2503","2503","2503","457","457","457"
"120.847562672","2508","2508","2508","458","458","458"
"120.898477734","2513","2513","2513","459","459","459"
"122.450030174","2521","2521","2521","460","460","460"
"122.490924398","2526","2526","2526","461","461","461"
"122.529426061","2531","2531","2531","462","462","462"
"122.566365355","2536","2536","2536","463","463","463"
"122.621101729","2541","2541","2541","464","464","464"
"122.658785904","2546","2546","2546","465","465","465"
"122.696048405","2551","2551","2551","466","466","466"
"122.733239091","2556","2556","2556","467","467","467"
"122.769516716","2561","2561","2561","468","468","468"
"122.806267255","2566","2566","2566","469","469","469"
"122.84302938","2571","2571","2571","470","470","470"
"122.880627992","2576","2576","2576","471","471","471"
