"Relative Time (Process)","2025-05-04_14-47-08_PID15397 - _step","2025-05-04_14-47-08_PID15397 - _step__MIN","2025-05-04_14-47-08_PID15397 - _step__MAX","2025-05-04_14-47-08_PID15397 - env_steps_inside_sim","2025-05-04_14-47-08_PID15397 - env_steps_inside_sim__MIN","2025-05-04_14-47-08_PID15397 - env_steps_inside_sim__MAX"
"20.418703495","284","284","284","51","51","51"
"23.553139919","295","295","295","52","52","52"
"23.591670761","300","300","300","53","53","53"
"23.629373727","305","305","305","54","54","54"
"23.666904417","310","310","310","55","55","55"
"23.706083354","315","315","315","56","56","56"
"23.763141921","320","320","320","57","57","57"
"23.801305376","325","325","325","58","58","58"
"23.838380207","330","330","330","59","59","59"
"23.879240982","335","335","335","60","60","60"
"23.917076989999998","340","340","340","61","61","61"
"25.614314803","349","349","349","62","62","62"
"25.651205372","354","354","354","63","63","63"
"25.68802799","359","359","359","64","64","64"
"25.725147609","364","364","364","65","65","65"
"25.764397297","369","369","369","66","66","66"
"25.831527872","374","374","374","67","67","67"
"25.885642573","379","379","379","68","68","68"
"25.9359763","384","384","384","69","69","69"
"25.9865258","389","389","389","70","70","70"
"26.13349135","394","394","394","71","71","71"
"26.200042975","399","399","399","72","72","72"
"26.236141251","404","404","404","73","73","73"
"29.340638681","415","415","415","74","74","74"
"29.378034427","420","420","420","75","75","75"
"29.413364833","425","425","425","76","76","76"
"29.459093765","430","430","430","77","77","77"
"29.496478857","435","435","435","78","78","78"
"29.542590011","440","440","440","79","79","79"
"29.598168448","445","445","445","80","80","80"
"29.632505777","450","450","450","81","81","81"
"29.666614097","455","455","455","82","82","82"
"29.702744741","460","460","460","83","83","83"
"32.834074908","473","473","473","84","84","84"
"32.870145478","478","478","478","85","85","85"
"32.903404381","483","483","483","86","86","86"
"32.93590521","488","488","488","87","87","87"
"32.971905433","493","493","493","88","88","88"
"33.006001904","498","498","498","89","89","89"
"33.047764101","503","503","503","90","90","90"
"33.080098742","508","508","508","91","91","91"
"33.119005636","513","513","513","92","92","92"
"33.155884314","518","518","518","93","93","93"
"34.73663317","526","526","526","94","94","94"
"34.777706782","531","531","531","95","95","95"
"34.817732705","536","536","536","96","96","96"
"34.856924384","541","541","541","97","97","97"
"34.898741785","546","546","546","98","98","98"
"34.937021098","551","551","551","99","99","99"
"34.969051039","556","556","556","100","100","100"
"34.999815083","561","561","561","101","101","101"
"35.030469683","566","566","566","102","102","102"
"35.061362997","571","571","571","103","103","103"
"35.093290562","576","576","576","104","104","104"
"36.519679816","585","585","585","105","105","105"
"36.551728564","590","590","590","106","106","106"
"36.583589847","595","595","595","107","107","107"
"36.614608032","600","600","600","108","108","108"
"36.646467855","605","605","605","109","109","109"
"36.678482806","610","610","610","110","110","110"
"36.716722449","615","615","615","111","111","111"
"36.748683657","620","620","620","112","112","112"
"36.780921749","625","625","625","113","113","113"
"36.813045365","630","630","630","114","114","114"
"36.847648546","635","635","635","115","115","115"
"36.880837962","640","640","640","116","116","116"
"39.696124413","651","651","651","117","117","117"
"39.733305392","656","656","656","118","118","118"
"39.770719458","661","661","661","119","119","119"
"39.806077246","666","666","666","120","120","120"
"39.841089488","671","671","671","121","121","121"
"39.893400267","676","676","676","122","122","122"
"39.929716844","681","681","681","123","123","123"
"39.96370483","686","686","686","124","124","124"
"40.0016926","691","691","691","125","125","125"
"40.036460922","696","696","696","126","126","126"
"41.560606097","704","704","704","127","127","127"
"41.59928331","709","709","709","128","128","128"
"41.636124493","714","714","714","129","129","129"
"41.672510457","719","719","719","130","130","130"
"41.709779517","724","724","724","131","131","131"
"41.765790594","729","729","729","132","132","132"
"41.804183627","734","734","734","133","133","133"
"41.841017151","739","739","739","134","134","134"
"41.878783391","744","744","744","135","135","135"
"41.91612565","749","749","749","136","136","136"
"41.95561103","754","754","754","137","137","137"
"45.06511261","767","767","767","138","138","138"
"45.105668368","772","772","772","139","139","139"
"45.142978898","777","777","777","140","140","140"
"45.179503366","782","782","782","141","141","141"
"45.217555354","787","787","787","142","142","142"
"45.282216766","792","792","792","143","143","143"
"45.31990297","797","797","797","144","144","144"
"45.356855763","802","802","802","145","145","145"
"45.396067919","807","807","807","146","146","146"
"45.434124181","812","812","812","147","147","147"
"47.019340022","821","821","821","148","148","148"
"47.056658065","826","826","826","149","149","149"
"47.095455861","831","831","831","150","150","150"
"47.13454341","836","836","836","151","151","151"
"47.173207087","841","841","841","152","152","152"
"47.23140385","846","846","846","153","153","153"
"47.268819463","851","851","851","154","154","154"
"47.308603035","856","856","856","155","155","155"
"47.349405303","861","861","861","156","156","156"
"47.388874777","866","866","866","157","157","157"
"47.429984299","871","871","871","158","158","158"
"47.469370938","876","876","876","159","159","159"
"47.514362597","881","881","881","160","160","160"
"50.578916801","892","892","892","161","161","161"
"50.614989229","897","897","897","162","162","162"
"50.652200861","902","902","902","163","163","163"
"50.687770283","907","907","907","164","164","164"
"50.723246396","912","912","912","165","165","165"
"50.778650203","917","917","917","166","166","166"
"50.817263415","922","922","922","167","167","167"
"50.853636658","927","927","927","168","168","168"
"50.890511237","932","932","932","169","169","169"
"50.925845242","937","937","937","170","170","170"
"50.962920876","942","942","942","171","171","171"
"52.543529624","951","951","951","172","172","172"
"52.582414167","956","956","956","173","173","173"
"52.620435591","961","961","961","174","174","174"
"52.65783417","966","966","966","175","175","175"
"52.696127354","971","971","971","176","176","176"
"52.757176931000004","976","976","976","177","177","177"
"52.795909302","981","981","981","178","178","178"
"52.833199978","986","986","986","179","179","179"
"52.870515639","991","991","991","180","180","180"
"52.909899222","996","996","996","181","181","181"
"52.948780911","1001","1001","1001","182","182","182"
"52.986899743","1006","1006","1006","183","183","183"
"53.026448238","1011","1011","1011","184","184","184"
"56.054474648","1022","1022","1022","185","185","185"
"56.093332721","1027","1027","1027","186","186","186"
"56.129815853","1032","1032","1032","187","187","187"
"56.167087937","1037","1037","1037","188","188","188"
"56.205278699","1042","1042","1042","189","189","189"
"56.261698431","1047","1047","1047","190","190","190"
"56.298836473","1052","1052","1052","191","191","191"
"56.334308798","1057","1057","1057","192","192","192"
"56.373044052","1062","1062","1062","193","193","193"
"56.411094895","1067","1067","1067","194","194","194"
"59.407410351","1080","1080","1080","195","195","195"
"59.444640462","1085","1085","1085","196","196","196"
"59.480839534","1090","1090","1090","197","197","197"
"59.51809504","1095","1095","1095","198","198","198"
"59.55671542","1100","1100","1100","199","199","199"
"59.617785301","1105","1105","1105","200","200","200"
"59.655132169","1110","1110","1110","201","201","201"
"59.692718873","1115","1115","1115","202","202","202"
"59.729663946","1120","1120","1120","203","203","203"
"59.767619181","1125","1125","1125","204","204","204"
"59.806867413","1130","1130","1130","205","205","205"
"61.461969925","1138","1138","1138","206","206","206"
"61.500486368","1143","1143","1143","207","207","207"
"61.538212376","1148","1148","1148","208","208","208"
"61.57557618","1153","1153","1153","209","209","209"
"61.611778012","1158","1158","1158","210","210","210"
"61.659374948","1163","1163","1163","211","211","211"
"61.695304811","1168","1168","1168","212","212","212"
"61.730608616","1173","1173","1173","213","213","213"
"61.766033383","1178","1178","1178","214","214","214"
"61.803001759","1183","1183","1183","215","215","215"
"61.842127898","1188","1188","1188","216","216","216"
"63.47132514","1197","1197","1197","217","217","217"
"63.512105639","1202","1202","1202","218","218","218"
"63.550476069","1207","1207","1207","219","219","219"
"63.587804709","1212","1212","1212","220","220","220"
"63.624890469","1217","1217","1217","221","221","221"
"63.681021711","1222","1222","1222","222","222","222"
"63.718767281","1227","1227","1227","223","223","223"
"63.757592487","1232","1232","1232","224","224","224"
"63.796003802","1237","1237","1237","225","225","225"
"63.834868296","1242","1242","1242","226","226","226"
"63.873206631","1247","1247","1247","227","227","227"
"63.915428633","1252","1252","1252","228","228","228"
"67.022481571","1263","1263","1263","229","229","229"
"67.063560198","1268","1268","1268","230","230","230"
"67.104056523","1273","1273","1273","231","231","231"
"67.141364377","1278","1278","1278","232","232","232"
"67.179430254","1283","1283","1283","233","233","233"
"67.223957112","1288","1288","1288","234","234","234"
"67.261907143","1293","1293","1293","235","235","235"
"67.298713582","1298","1298","1298","236","236","236"
"67.337272108","1303","1303","1303","237","237","237"
"67.375435957","1308","1308","1308","238","238","238"
"69.012136233","1316","1316","1316","239","239","239"
"69.04985167","1321","1321","1321","240","240","240"
"69.087307131","1326","1326","1326","241","241","241"
"69.125099442","1331","1331","1331","242","242","242"
"69.162800299","1336","1336","1336","243","243","243"
"69.215147792","1341","1341","1341","244","244","244"
"69.25305814","1346","1346","1346","245","245","245"
"69.290328605","1351","1351","1351","246","246","246"
"69.328684352","1356","1356","1356","247","247","247"
"69.364616652","1361","1361","1361","248","248","248"
"69.403183167","1366","1366","1366","249","249","249"
"72.521810935","1379","1379","1379","250","250","250"
"72.562025277","1384","1384","1384","251","251","251"
"72.599002997","1389","1389","1389","252","252","252"
"72.634738081","1394","1394","1394","253","253","253"
"72.672974927","1399","1399","1399","254","254","254"
"72.726338241","1404","1404","1404","255","255","255"
"72.764209438","1409","1409","1409","256","256","256"
"72.803506512","1414","1414","1414","257","257","257"
"72.841084178","1419","1419","1419","258","258","258"
"72.879006271","1424","1424","1424","259","259","259"
"74.552534006","1432","1432","1432","260","260","260"
"74.591421109","1437","1437","1437","261","261","261"
"74.629478755","1442","1442","1442","262","262","262"
"74.665144004","1447","1447","1447","263","263","263"
"74.70168638","1452","1452","1452","264","264","264"
"74.755226087","1457","1457","1457","265","265","265"
"74.795184847","1462","1462","1462","266","266","266"
"74.839910577","1467","1467","1467","267","267","267"
"74.884184156","1472","1472","1472","268","268","268"
"74.930683923","1477","1477","1477","269","269","269"
"74.986567322","1482","1482","1482","270","270","270"
"76.695570125","1491","1491","1491","271","271","271"
"76.731080183","1496","1496","1496","272","272","272"
"76.769115634","1501","1501","1501","273","273","273"
"76.805916319","1506","1506","1506","274","274","274"
"76.842592949","1511","1511","1511","275","275","275"
"76.896424361","1516","1516","1516","276","276","276"
"76.933130645","1521","1521","1521","277","277","277"
"76.969456945","1526","1526","1526","278","278","278"
"77.006077303","1531","1531","1531","279","279","279"
"77.045788847","1536","1536","1536","280","280","280"
"77.086517912","1541","1541","1541","281","281","281"
"77.126064296","1546","1546","1546","282","282","282"
"77.178048804","1551","1551","1551","283","283","283"
"80.19434545","1562","1562","1562","284","284","284"
"80.233474129","1567","1567","1567","285","285","285"
"80.27344324","1572","1572","1572","286","286","286"
"80.311632377","1577","1577","1577","287","287","287"
"80.368156028","1582","1582","1582","288","288","288"
"80.407484526","1587","1587","1587","289","289","289"
"80.446122241","1592","1592","1592","290","290","290"
"80.486456338","1597","1597","1597","291","291","291"
"82.092277931","1605","1605","1605","292","292","292"
"82.131601226","1610","1610","1610","293","293","293"
"82.171108333","1615","1615","1615","294","294","294"
"82.211230069","1620","1620","1620","295","295","295"
"82.267928138","1625","1625","1625","296","296","296"
"82.30601408","1630","1630","1630","297","297","297"
"82.343133062","1635","1635","1635","298","298","298"
"82.380714077","1640","1640","1640","299","299","299"
"82.41855266499999","1645","1645","1645","300","300","300"
"82.456237862","1650","1650","1650","301","301","301"
"82.496791813","1655","1655","1655","302","302","302"
"82.536620585","1660","1660","1660","303","303","303"
"85.603664216","1673","1673","1673","304","304","304"
"85.643383238","1678","1678","1678","305","305","305"
"85.680417452","1683","1683","1683","306","306","306"
"85.717155519","1688","1688","1688","307","307","307"
"85.773572529","1693","1693","1693","308","308","308"
"85.813180822","1698","1698","1698","309","309","309"
"85.850492656","1703","1703","1703","310","310","310"
"85.888246422","1708","1708","1708","311","311","311"
"85.926273983","1713","1713","1713","312","312","312"
"85.964402785","1718","1718","1718","313","313","313"
"86.005468608","1723","1723","1723","314","314","314"
"87.635900297","1732","1732","1732","315","315","315"
"87.677179322","1737","1737","1737","316","316","316"
"87.717419128","1742","1742","1742","317","317","317"
"87.755795798","1747","1747","1747","318","318","318"
"87.823133867","1752","1752","1752","319","319","319"
"87.860031673","1757","1757","1757","320","320","320"
"87.897754045","1762","1762","1762","321","321","321"
"87.935687448","1767","1767","1767","322","322","322"
"87.974779024","1772","1772","1772","323","323","323"
"88.01145515","1777","1777","1777","324","324","324"
"88.048745862","1782","1782","1782","325","325","325"
"88.085877904","1787","1787","1787","326","326","326"
"91.089446669","1798","1798","1798","327","327","327"
"91.127992442","1803","1803","1803","328","328","328"
"91.167124276","1808","1808","1808","329","329","329"
"91.207569504","1813","1813","1813","330","330","330"
"91.260014965","1818","1818","1818","331","331","331"
"91.298067756","1823","1823","1823","332","332","332"
"91.336748101","1828","1828","1828","333","333","333"
"91.374851781","1833","1833","1833","334","334","334"
"91.414703385","1838","1838","1838","335","335","335"
"91.455101208","1843","1843","1843","336","336","336"
"93.089207373","1852","1852","1852","337","337","337"
"93.127991422","1857","1857","1857","338","338","338"
"93.166728399","1862","1862","1862","339","339","339"
"93.205315698","1867","1867","1867","340","340","340"
"93.26938721","1872","1872","1872","341","341","341"
"93.307969889","1877","1877","1877","342","342","342"
"93.34622522","1882","1882","1882","343","343","343"
"93.384474257","1887","1887","1887","344","344","344"
"93.422677468","1892","1892","1892","345","345","345"
"93.461487324","1897","1897","1897","346","346","346"
"93.500764364","1902","1902","1902","347","347","347"
"93.540042446","1907","1907","1907","348","348","348"
"96.651685596","1918","1918","1918","349","349","349"
"96.692952098","1923","1923","1923","350","350","350"
"96.733808937","1928","1928","1928","351","351","351"
"96.772699476","1933","1933","1933","352","352","352"
"96.829384299","1938","1938","1938","353","353","353"
"96.867142911","1943","1943","1943","354","354","354"
"96.904293633","1948","1948","1948","355","355","355"
"96.94347149","1953","1953","1953","356","356","356"
"96.980910393","1958","1958","1958","357","357","357"
"97.019273155","1963","1963","1963","358","358","358"
